PipelineResultId,PipelineName,ResultType,EntityId,EntityType,Score,Label,DetailsJson,GeneratedAt
1090,VisitationOutcome,Prediction,965.0,HomeVisitation,0.7673,Favorable,,2026-04-07 22:47:50.981000
1091,VisitationOutcome,Prediction,966.0,HomeVisitation,0.0032,Unfavorable,,2026-04-07 22:47:51.046000
1092,VisitationOutcome,Prediction,967.0,HomeVisitation,0.3785,Unfavorable,,2026-04-07 22:47:51.111000
1093,VisitationOutcome,Prediction,968.0,HomeVisitation,0.7024,Favorable,,2026-04-07 22:47:51.173000
1094,VisitationOutcome,Prediction,969.0,HomeVisitation,0.5734,Favorable,,2026-04-07 22:47:51.241000
1095,VisitationOutcome,Prediction,970.0,HomeVisitation,0.0042,Unfavorable,,2026-04-07 22:47:51.307000
1096,VisitationOutcome,Prediction,971.0,HomeVisitation,0.004,Unfavorable,,2026-04-07 22:47:51.392000
1097,VisitationOutcome,Prediction,972.0,HomeVisitation,0.6472,Favorable,,2026-04-07 22:47:51.460000
1098,VisitationOutcome,Prediction,973.0,HomeVisitation,0.7338,Favorable,,2026-04-07 22:47:51.529000
1099,VisitationOutcome,Prediction,974.0,HomeVisitation,0.7427,Favorable,,2026-04-07 22:47:51.600000
1100,VisitationOutcome,Prediction,975.0,HomeVisitation,0.0028,Unfavorable,,2026-04-07 22:47:51.665000
1101,VisitationOutcome,Prediction,976.0,HomeVisitation,0.6223,Favorable,,2026-04-07 22:47:51.732000
1102,VisitationOutcome,Prediction,977.0,HomeVisitation,0.8802,Favorable,,2026-04-07 22:47:51.801000
1103,VisitationOutcome,Prediction,978.0,HomeVisitation,0.6672,Favorable,,2026-04-07 22:47:51.868000
1104,VisitationOutcome,Prediction,979.0,HomeVisitation,0.5707,Favorable,,2026-04-07 22:47:51.939000
1105,VisitationOutcome,Prediction,980.0,HomeVisitation,0.0042,Unfavorable,,2026-04-07 22:47:52.010000
1106,VisitationOutcome,Prediction,981.0,HomeVisitation,0.8692,Favorable,,2026-04-07 22:47:52.078000
1107,VisitationOutcome,Prediction,982.0,HomeVisitation,0.9447,Favorable,,2026-04-07 22:47:52.142000
1108,VisitationOutcome,Prediction,983.0,HomeVisitation,0.685,Favorable,,2026-04-07 22:47:52.206000
1109,VisitationOutcome,Prediction,984.0,HomeVisitation,0.0053,Unfavorable,,2026-04-07 22:47:52.273000
1110,VisitationOutcome,Prediction,985.0,HomeVisitation,0.0073,Unfavorable,,2026-04-07 22:47:52.343000
1111,VisitationOutcome,Prediction,986.0,HomeVisitation,0.0064,Unfavorable,,2026-04-07 22:47:52.409000
1112,VisitationOutcome,Prediction,987.0,HomeVisitation,0.7193,Favorable,,2026-04-07 22:47:52.474000
1113,VisitationOutcome,Prediction,988.0,HomeVisitation,0.722,Favorable,,2026-04-07 22:47:52.546000
1114,VisitationOutcome,Prediction,989.0,HomeVisitation,0.0081,Unfavorable,,2026-04-07 22:47:52.610000
1115,VisitationOutcome,Prediction,990.0,HomeVisitation,0.0064,Unfavorable,,2026-04-07 22:47:52.677000
1116,VisitationOutcome,Prediction,991.0,HomeVisitation,0.757,Favorable,,2026-04-07 22:47:52.743000
1117,VisitationOutcome,Prediction,992.0,HomeVisitation,0.5763,Favorable,,2026-04-07 22:47:52.805000
1118,VisitationOutcome,Prediction,993.0,HomeVisitation,0.8619,Favorable,,2026-04-07 22:47:52.873000
1119,VisitationOutcome,Prediction,994.0,HomeVisitation,0.6313,Favorable,,2026-04-07 22:47:52.933000
1120,VisitationOutcome,Prediction,995.0,HomeVisitation,0.8012,Favorable,,2026-04-07 22:47:52.997000
1121,VisitationOutcome,Prediction,996.0,HomeVisitation,0.8061,Favorable,,2026-04-07 22:47:53.058000
1122,VisitationOutcome,Prediction,997.0,HomeVisitation,0.8535,Favorable,,2026-04-07 22:47:53.122000
1123,VisitationOutcome,Prediction,998.0,HomeVisitation,0.3864,Unfavorable,,2026-04-07 22:47:53.185000
1124,VisitationOutcome,Prediction,999.0,HomeVisitation,0.587,Favorable,,2026-04-07 22:47:53.254000
1125,VisitationOutcome,Prediction,1000.0,HomeVisitation,0.7492,Favorable,,2026-04-07 22:47:53.320000
1126,VisitationOutcome,Prediction,1001.0,HomeVisitation,0.7967,Favorable,,2026-04-07 22:47:53.382000
1127,VisitationOutcome,Prediction,1002.0,HomeVisitation,0.4809,Unfavorable,,2026-04-07 22:47:53.451000
1128,VisitationOutcome,Prediction,1003.0,HomeVisitation,0.6403,Favorable,,2026-04-07 22:47:53.516000
1129,VisitationOutcome,Prediction,1004.0,HomeVisitation,0.5198,Favorable,,2026-04-07 22:47:53.574000
1130,VisitationOutcome,Prediction,1005.0,HomeVisitation,0.0039,Unfavorable,,2026-04-07 22:47:53.640000
1131,VisitationOutcome,Prediction,1006.0,HomeVisitation,0.7259,Favorable,,2026-04-07 22:47:53.705000
1132,VisitationOutcome,Prediction,1007.0,HomeVisitation,0.0063,Unfavorable,,2026-04-07 22:47:53.773000
1133,VisitationOutcome,Prediction,1008.0,HomeVisitation,0.8745,Favorable,,2026-04-07 22:47:53.844000
1134,VisitationOutcome,Prediction,1009.0,HomeVisitation,0.8907,Favorable,,2026-04-07 22:47:53.914000
1135,VisitationOutcome,Prediction,1010.0,HomeVisitation,0.0054,Unfavorable,,2026-04-07 22:47:53.982000
1136,VisitationOutcome,Prediction,1011.0,HomeVisitation,0.0062,Unfavorable,,2026-04-07 22:47:54.046000
1137,VisitationOutcome,Prediction,1012.0,HomeVisitation,0.6456,Favorable,,2026-04-07 22:47:54.114000
1138,VisitationOutcome,Prediction,1013.0,HomeVisitation,0.0073,Unfavorable,,2026-04-07 22:47:54.182000
1139,VisitationOutcome,Prediction,1014.0,HomeVisitation,0.9388,Favorable,,2026-04-07 22:47:54.249000
1140,VisitationOutcome,Prediction,1015.0,HomeVisitation,0.8482,Favorable,,2026-04-07 22:47:54.315000
1141,VisitationOutcome,Prediction,1016.0,HomeVisitation,0.0089,Unfavorable,,2026-04-07 22:47:54.384000
1142,VisitationOutcome,Prediction,1017.0,HomeVisitation,0.8689,Favorable,,2026-04-07 22:47:54.445000
1143,VisitationOutcome,Prediction,1018.0,HomeVisitation,0.0067,Unfavorable,,2026-04-07 22:47:54.514000
1144,VisitationOutcome,Prediction,1019.0,HomeVisitation,0.8634,Favorable,,2026-04-07 22:47:54.589000
1145,VisitationOutcome,Prediction,1020.0,HomeVisitation,0.0048,Unfavorable,,2026-04-07 22:47:54.659000
1146,VisitationOutcome,Prediction,1021.0,HomeVisitation,0.0049,Unfavorable,,2026-04-07 22:47:54.726000
1147,VisitationOutcome,Prediction,1022.0,HomeVisitation,0.7281,Favorable,,2026-04-07 22:47:54.793000
1148,VisitationOutcome,Prediction,1023.0,HomeVisitation,0.002,Unfavorable,,2026-04-07 22:47:54.862000
1149,VisitationOutcome,Prediction,1024.0,HomeVisitation,0.8493,Favorable,,2026-04-07 22:47:54.928000
1150,VisitationOutcome,Prediction,1025.0,HomeVisitation,0.8412,Favorable,,2026-04-07 22:47:54.990000
1151,VisitationOutcome,Prediction,1026.0,HomeVisitation,0.0056,Unfavorable,,2026-04-07 22:47:55.057000
1152,VisitationOutcome,Prediction,1027.0,HomeVisitation,0.5263,Favorable,,2026-04-07 22:47:55.126000
1153,VisitationOutcome,Prediction,1028.0,HomeVisitation,0.0041,Unfavorable,,2026-04-07 22:47:55.195000
1154,VisitationOutcome,Prediction,1029.0,HomeVisitation,0.7775,Favorable,,2026-04-07 22:47:55.252000
1155,VisitationOutcome,Prediction,1030.0,HomeVisitation,0.7501,Favorable,,2026-04-07 22:47:55.313000
1156,VisitationOutcome,Prediction,1031.0,HomeVisitation,0.0056,Unfavorable,,2026-04-07 22:47:55.378000
1157,VisitationOutcome,Prediction,1032.0,HomeVisitation,0.647,Favorable,,2026-04-07 22:47:55.446000
1158,VisitationOutcome,Prediction,1033.0,HomeVisitation,0.0043,Unfavorable,,2026-04-07 22:47:55.513000
1159,VisitationOutcome,Prediction,1034.0,HomeVisitation,0.0072,Unfavorable,,2026-04-07 22:47:55.582000
1160,VisitationOutcome,Prediction,1035.0,HomeVisitation,0.0045,Unfavorable,,2026-04-07 22:47:55.650000
1161,VisitationOutcome,Prediction,1036.0,HomeVisitation,0.0036,Unfavorable,,2026-04-07 22:47:55.714000
1162,VisitationOutcome,Prediction,1037.0,HomeVisitation,0.761,Favorable,,2026-04-07 22:47:55.783000
1163,VisitationOutcome,Prediction,1038.0,HomeVisitation,0.6627,Favorable,,2026-04-07 22:47:55.849000
1164,VisitationOutcome,Prediction,1039.0,HomeVisitation,0.7958,Favorable,,2026-04-07 22:47:55.917000
1165,VisitationOutcome,Prediction,1040.0,HomeVisitation,0.0064,Unfavorable,,2026-04-07 22:47:55.986000
1166,VisitationOutcome,Prediction,1041.0,HomeVisitation,0.706,Favorable,,2026-04-07 22:47:56.057000
1167,VisitationOutcome,Prediction,1042.0,HomeVisitation,0.7931,Favorable,,2026-04-07 22:47:56.126000
1168,VisitationOutcome,Prediction,1043.0,HomeVisitation,0.7033,Favorable,,2026-04-07 22:47:56.192000
1169,VisitationOutcome,Prediction,1044.0,HomeVisitation,0.7178,Favorable,,2026-04-07 22:47:56.262000
1170,VisitationOutcome,Prediction,1045.0,HomeVisitation,0.7461,Favorable,,2026-04-07 22:47:56.327000
1171,VisitationOutcome,Prediction,1046.0,HomeVisitation,0.7493,Favorable,,2026-04-07 22:47:56.393000
1172,VisitationOutcome,Prediction,1047.0,HomeVisitation,0.4401,Unfavorable,,2026-04-07 22:47:56.462000
1173,VisitationOutcome,Prediction,1048.0,HomeVisitation,0.6379,Favorable,,2026-04-07 22:47:56.539000
1174,VisitationOutcome,Prediction,1049.0,HomeVisitation,0.0034,Unfavorable,,2026-04-07 22:47:56.605000
1175,VisitationOutcome,Prediction,1050.0,HomeVisitation,0.0022,Unfavorable,,2026-04-07 22:47:56.672000
1176,VisitationOutcome,Prediction,1051.0,HomeVisitation,0.0053,Unfavorable,,2026-04-07 22:47:56.744000
1177,VisitationOutcome,Prediction,1052.0,HomeVisitation,0.0062,Unfavorable,,2026-04-07 22:47:56.816000
1178,VisitationOutcome,Prediction,1053.0,HomeVisitation,0.6827,Favorable,,2026-04-07 22:47:56.880000
1179,VisitationOutcome,Prediction,1054.0,HomeVisitation,0.0058,Unfavorable,,2026-04-07 22:47:56.949000
1180,VisitationOutcome,Prediction,1055.0,HomeVisitation,0.5967,Favorable,,2026-04-07 22:47:57.018000
1181,VisitationOutcome,Prediction,1056.0,HomeVisitation,0.0069,Unfavorable,,2026-04-07 22:47:57.085000
1182,VisitationOutcome,Prediction,1057.0,HomeVisitation,0.0065,Unfavorable,,2026-04-07 22:47:57.156000
1183,VisitationOutcome,Prediction,1058.0,HomeVisitation,0.7609,Favorable,,2026-04-07 22:47:57.219000
1184,VisitationOutcome,Prediction,1059.0,HomeVisitation,0.7991,Favorable,,2026-04-07 22:47:57.290000
1185,VisitationOutcome,Prediction,1060.0,HomeVisitation,0.5209,Favorable,,2026-04-07 22:47:57.350000
1186,VisitationOutcome,Prediction,1061.0,HomeVisitation,0.6987,Favorable,,2026-04-07 22:47:57.409000
1187,VisitationOutcome,Prediction,1062.0,HomeVisitation,0.0081,Unfavorable,,2026-04-07 22:47:57.478000
1188,VisitationOutcome,Prediction,1063.0,HomeVisitation,0.7942,Favorable,,2026-04-07 22:47:57.537000
1189,VisitationOutcome,Prediction,1064.0,HomeVisitation,0.6779,Favorable,,2026-04-07 22:47:57.605000
1190,VisitationOutcome,Prediction,1065.0,HomeVisitation,0.6675,Favorable,,2026-04-07 22:47:57.674000
1191,VisitationOutcome,Prediction,1066.0,HomeVisitation,0.0056,Unfavorable,,2026-04-07 22:47:57.742000
1192,VisitationOutcome,Prediction,1067.0,HomeVisitation,0.7578,Favorable,,2026-04-07 22:47:57.810000
1193,VisitationOutcome,Prediction,1068.0,HomeVisitation,0.5532,Favorable,,2026-04-07 22:47:57.878000
1194,VisitationOutcome,Prediction,1069.0,HomeVisitation,0.7009,Favorable,,2026-04-07 22:47:57.938000
1195,VisitationOutcome,Prediction,1070.0,HomeVisitation,0.6971,Favorable,,2026-04-07 22:47:58.008000
1196,VisitationOutcome,Prediction,1071.0,HomeVisitation,0.0058,Unfavorable,,2026-04-07 22:47:58.078000
1197,VisitationOutcome,Prediction,1072.0,HomeVisitation,0.0047,Unfavorable,,2026-04-07 22:47:58.139000
1198,VisitationOutcome,Prediction,1073.0,HomeVisitation,0.6244,Favorable,,2026-04-07 22:47:58.205000
1199,VisitationOutcome,Prediction,1074.0,HomeVisitation,0.8936,Favorable,,2026-04-07 22:47:58.274000
1200,VisitationOutcome,Prediction,1075.0,HomeVisitation,0.8936,Favorable,,2026-04-07 22:47:58.344000
1201,VisitationOutcome,Prediction,1076.0,HomeVisitation,0.2675,Unfavorable,,2026-04-07 22:47:58.406000
1202,VisitationOutcome,Prediction,1077.0,HomeVisitation,0.0041,Unfavorable,,2026-04-07 22:47:58.476000
1203,VisitationOutcome,Prediction,1078.0,HomeVisitation,0.6299,Favorable,,2026-04-07 22:47:58.546000
1204,VisitationOutcome,Prediction,1079.0,HomeVisitation,0.6526,Favorable,,2026-04-07 22:47:58.613000
1205,VisitationOutcome,Prediction,1080.0,HomeVisitation,0.7657,Favorable,,2026-04-07 22:47:58.681000
1206,VisitationOutcome,Prediction,1081.0,HomeVisitation,0.8387,Favorable,,2026-04-07 22:47:58.749000
1207,VisitationOutcome,Prediction,1082.0,HomeVisitation,0.7201,Favorable,,2026-04-07 22:47:58.815000
1208,VisitationOutcome,Prediction,1083.0,HomeVisitation,0.5922,Favorable,,2026-04-07 22:47:58.881000
1209,VisitationOutcome,Prediction,1084.0,HomeVisitation,0.8468,Favorable,,2026-04-07 22:47:58.972000
1210,VisitationOutcome,Prediction,1085.0,HomeVisitation,0.9217,Favorable,,2026-04-07 22:47:59.042000
1211,VisitationOutcome,Prediction,1086.0,HomeVisitation,0.0202,Unfavorable,,2026-04-07 22:47:59.110000
1212,VisitationOutcome,Prediction,1087.0,HomeVisitation,0.0061,Unfavorable,,2026-04-07 22:47:59.174000
1213,VisitationOutcome,Prediction,1088.0,HomeVisitation,0.8249,Favorable,,2026-04-07 22:47:59.242000
1214,VisitationOutcome,Prediction,1089.0,HomeVisitation,0.8505,Favorable,,2026-04-07 22:47:59.311000
1215,VisitationOutcome,Prediction,1090.0,HomeVisitation,0.0103,Unfavorable,,2026-04-07 22:47:59.385000
1216,VisitationOutcome,Prediction,1091.0,HomeVisitation,0.7004,Favorable,,2026-04-07 22:47:59.457000
1217,VisitationOutcome,Prediction,1092.0,HomeVisitation,0.7418,Favorable,,2026-04-07 22:47:59.527000
1218,VisitationOutcome,Prediction,1093.0,HomeVisitation,0.0191,Unfavorable,,2026-04-07 22:47:59.606000
1219,VisitationOutcome,Prediction,1094.0,HomeVisitation,0.669,Favorable,,2026-04-07 22:47:59.669000
1220,VisitationOutcome,Prediction,1095.0,HomeVisitation,0.7136,Favorable,,2026-04-07 22:47:59.743000
1221,VisitationOutcome,Prediction,1096.0,HomeVisitation,0.0054,Unfavorable,,2026-04-07 22:47:59.818000
1222,VisitationOutcome,Prediction,1097.0,HomeVisitation,0.8023,Favorable,,2026-04-07 22:47:59.892000
1223,VisitationOutcome,Prediction,1098.0,HomeVisitation,0.7244,Favorable,,2026-04-07 22:47:59.966000
1224,VisitationOutcome,Prediction,1099.0,HomeVisitation,0.0053,Unfavorable,,2026-04-07 22:48:00.037000
1225,VisitationOutcome,Prediction,1100.0,HomeVisitation,0.0055,Unfavorable,,2026-04-07 22:48:00.107000
1226,VisitationOutcome,Prediction,1101.0,HomeVisitation,0.6658,Favorable,,2026-04-07 22:48:00.173000
1227,VisitationOutcome,Prediction,1102.0,HomeVisitation,0.9095,Favorable,,2026-04-07 22:48:00.242000
1228,VisitationOutcome,Prediction,1103.0,HomeVisitation,0.898,Favorable,,2026-04-07 22:48:00.308000
1229,VisitationOutcome,Prediction,1104.0,HomeVisitation,0.625,Favorable,,2026-04-07 22:48:00.370000
1230,VisitationOutcome,Prediction,1105.0,HomeVisitation,0.0067,Unfavorable,,2026-04-07 22:48:00.439000
1231,VisitationOutcome,Prediction,1106.0,HomeVisitation,0.0031,Unfavorable,,2026-04-07 22:48:00.510000
1232,VisitationOutcome,Prediction,1107.0,HomeVisitation,0.2656,Unfavorable,,2026-04-07 22:48:00.574000
1233,VisitationOutcome,Prediction,1108.0,HomeVisitation,0.0052,Unfavorable,,2026-04-07 22:48:00.643000
1234,VisitationOutcome,Prediction,1109.0,HomeVisitation,0.7254,Favorable,,2026-04-07 22:48:00.710000
1235,VisitationOutcome,Prediction,1110.0,HomeVisitation,0.0059,Unfavorable,,2026-04-07 22:48:00.780000
1236,VisitationOutcome,Prediction,1111.0,HomeVisitation,0.8875,Favorable,,2026-04-07 22:48:00.849000
1237,VisitationOutcome,Prediction,1112.0,HomeVisitation,0.7756,Favorable,,2026-04-07 22:48:00.911000
1238,VisitationOutcome,Prediction,1113.0,HomeVisitation,0.0073,Unfavorable,,2026-04-07 22:48:00.975000
1239,VisitationOutcome,Prediction,1114.0,HomeVisitation,0.0046,Unfavorable,,2026-04-07 22:48:01.043000
1240,VisitationOutcome,Prediction,1115.0,HomeVisitation,0.6375,Favorable,,2026-04-07 22:48:01.101000
1241,VisitationOutcome,Prediction,1116.0,HomeVisitation,0.005,Unfavorable,,2026-04-07 22:48:01.165000
1242,VisitationOutcome,Prediction,1117.0,HomeVisitation,0.4584,Unfavorable,,2026-04-07 22:48:01.233000
1243,VisitationOutcome,Prediction,1118.0,HomeVisitation,0.728,Favorable,,2026-04-07 22:48:01.302000
1244,VisitationOutcome,Prediction,1119.0,HomeVisitation,0.636,Favorable,,2026-04-07 22:48:01.370000
1245,VisitationOutcome,Prediction,1120.0,HomeVisitation,0.8109,Favorable,,2026-04-07 22:48:01.434000
1246,VisitationOutcome,Prediction,1121.0,HomeVisitation,0.005,Unfavorable,,2026-04-07 22:48:01.501000
1247,VisitationOutcome,Prediction,1122.0,HomeVisitation,0.8203,Favorable,,2026-04-07 22:48:01.570000
1248,VisitationOutcome,Prediction,1123.0,HomeVisitation,0.8286,Favorable,,2026-04-07 22:48:01.638000
1249,VisitationOutcome,Prediction,1124.0,HomeVisitation,0.0066,Unfavorable,,2026-04-07 22:48:01.697000
1250,VisitationOutcome,Prediction,1125.0,HomeVisitation,0.4394,Unfavorable,,2026-04-07 22:48:01.757000
1251,VisitationOutcome,Prediction,1126.0,HomeVisitation,0.7906,Favorable,,2026-04-07 22:48:01.827000
1252,VisitationOutcome,Prediction,1127.0,HomeVisitation,0.6815,Favorable,,2026-04-07 22:48:01.890000
1253,VisitationOutcome,Prediction,1128.0,HomeVisitation,0.0077,Unfavorable,,2026-04-07 22:48:01.958000
1254,VisitationOutcome,Prediction,1129.0,HomeVisitation,0.7331,Favorable,,2026-04-07 22:48:02.026000
1255,VisitationOutcome,Prediction,1130.0,HomeVisitation,0.557,Favorable,,2026-04-07 22:48:02.088000
1256,VisitationOutcome,Prediction,1131.0,HomeVisitation,0.7696,Favorable,,2026-04-07 22:48:02.159000
1257,VisitationOutcome,Prediction,1132.0,HomeVisitation,0.5319,Favorable,,2026-04-07 22:48:02.227000
1258,VisitationOutcome,Prediction,1133.0,HomeVisitation,0.506,Favorable,,2026-04-07 22:48:02.289000
1259,VisitationOutcome,Prediction,1134.0,HomeVisitation,0.0064,Unfavorable,,2026-04-07 22:48:02.359000
1260,VisitationOutcome,Prediction,1135.0,HomeVisitation,0.0076,Unfavorable,,2026-04-07 22:48:02.422000
1261,VisitationOutcome,Prediction,1136.0,HomeVisitation,0.0048,Unfavorable,,2026-04-07 22:48:02.490000
1262,VisitationOutcome,Prediction,1137.0,HomeVisitation,0.7139,Favorable,,2026-04-07 22:48:02.557000
1263,VisitationOutcome,Prediction,1138.0,HomeVisitation,0.6381,Favorable,,2026-04-07 22:48:02.624000
1264,VisitationOutcome,Prediction,1139.0,HomeVisitation,0.396,Unfavorable,,2026-04-07 22:48:02.690000
1265,VisitationOutcome,Prediction,1140.0,HomeVisitation,0.6696,Favorable,,2026-04-07 22:48:02.761000
1266,VisitationOutcome,Prediction,1141.0,HomeVisitation,0.539,Favorable,,2026-04-07 22:48:02.832000
1267,VisitationOutcome,Prediction,1142.0,HomeVisitation,0.0058,Unfavorable,,2026-04-07 22:48:02.903000
1268,VisitationOutcome,Prediction,1143.0,HomeVisitation,0.0056,Unfavorable,,2026-04-07 22:48:02.969000
1269,VisitationOutcome,Prediction,1144.0,HomeVisitation,0.7018,Favorable,,2026-04-07 22:48:03.037000
1270,VisitationOutcome,Prediction,1145.0,HomeVisitation,0.0053,Unfavorable,,2026-04-07 22:48:03.105000
1271,VisitationOutcome,Prediction,1146.0,HomeVisitation,0.008,Unfavorable,,2026-04-07 22:48:03.169000
1272,VisitationOutcome,Prediction,1147.0,HomeVisitation,0.0051,Unfavorable,,2026-04-07 22:48:03.234000
1273,VisitationOutcome,Prediction,1148.0,HomeVisitation,0.4275,Unfavorable,,2026-04-07 22:48:03.300000
1274,VisitationOutcome,Prediction,1149.0,HomeVisitation,0.0052,Unfavorable,,2026-04-07 22:48:03.371000
1275,VisitationOutcome,Prediction,1150.0,HomeVisitation,0.0061,Unfavorable,,2026-04-07 22:48:03.436000
1276,VisitationOutcome,Prediction,1151.0,HomeVisitation,0.0067,Unfavorable,,2026-04-07 22:48:03.501000
1277,VisitationOutcome,Prediction,1152.0,HomeVisitation,0.8258,Favorable,,2026-04-07 22:48:03.575000
1278,VisitationOutcome,Prediction,1153.0,HomeVisitation,0.6678,Favorable,,2026-04-07 22:48:03.641000
1279,VisitationOutcome,Prediction,1154.0,HomeVisitation,0.0041,Unfavorable,,2026-04-07 22:48:03.709000
1280,VisitationOutcome,Prediction,1155.0,HomeVisitation,0.67,Favorable,,2026-04-07 22:48:03.770000
1281,VisitationOutcome,Prediction,1156.0,HomeVisitation,0.6634,Favorable,,2026-04-07 22:48:03.837000
1282,VisitationOutcome,Prediction,1157.0,HomeVisitation,0.0045,Unfavorable,,2026-04-07 22:48:03.908000
1283,VisitationOutcome,Prediction,1158.0,HomeVisitation,0.5305,Favorable,,2026-04-07 22:48:03.978000
1284,VisitationOutcome,Prediction,1159.0,HomeVisitation,0.7974,Favorable,,2026-04-07 22:48:04.045000
1285,VisitationOutcome,Prediction,1160.0,HomeVisitation,0.0102,Unfavorable,,2026-04-07 22:48:04.113000
1286,VisitationOutcome,Prediction,1161.0,HomeVisitation,0.0033,Unfavorable,,2026-04-07 22:48:04.177000
1287,VisitationOutcome,Prediction,1162.0,HomeVisitation,0.284,Unfavorable,,2026-04-07 22:48:04.246000
1288,VisitationOutcome,Prediction,1163.0,HomeVisitation,0.6493,Favorable,,2026-04-07 22:48:04.314000
1289,VisitationOutcome,Prediction,1164.0,HomeVisitation,0.9043,Favorable,,2026-04-07 22:48:04.376000
1290,VisitationOutcome,Prediction,1165.0,HomeVisitation,0.7703,Favorable,,2026-04-07 22:48:04.438000
1291,VisitationOutcome,Prediction,1166.0,HomeVisitation,0.0058,Unfavorable,,2026-04-07 22:48:04.502000
1292,VisitationOutcome,Prediction,1167.0,HomeVisitation,0.0169,Unfavorable,,2026-04-07 22:48:04.569000
1293,VisitationOutcome,Prediction,1168.0,HomeVisitation,0.9415,Favorable,,2026-04-07 22:48:04.639000
1294,VisitationOutcome,Prediction,1169.0,HomeVisitation,0.7763,Favorable,,2026-04-07 22:48:04.705000
1295,VisitationOutcome,Prediction,1170.0,HomeVisitation,0.6241,Favorable,,2026-04-07 22:48:04.773000
1296,VisitationOutcome,Prediction,1171.0,HomeVisitation,0.005,Unfavorable,,2026-04-07 22:48:04.834000
1297,VisitationOutcome,Prediction,1172.0,HomeVisitation,0.8026,Favorable,,2026-04-07 22:48:04.906000
1298,VisitationOutcome,Prediction,1173.0,HomeVisitation,0.0057,Unfavorable,,2026-04-07 22:48:04.973000
1299,VisitationOutcome,Prediction,1174.0,HomeVisitation,0.486,Unfavorable,,2026-04-07 22:48:05.033000
1300,VisitationOutcome,Prediction,1175.0,HomeVisitation,0.779,Favorable,,2026-04-07 22:48:05.101000
1301,VisitationOutcome,Prediction,1176.0,HomeVisitation,0.6634,Favorable,,2026-04-07 22:48:05.171000
1302,VisitationOutcome,Prediction,1177.0,HomeVisitation,0.0038,Unfavorable,,2026-04-07 22:48:05.239000
1303,VisitationOutcome,Prediction,1178.0,HomeVisitation,0.4321,Unfavorable,,2026-04-07 22:48:05.306000
1304,VisitationOutcome,Prediction,1179.0,HomeVisitation,0.0034,Unfavorable,,2026-04-07 22:48:05.369000
1305,VisitationOutcome,Prediction,1180.0,HomeVisitation,0.5877,Favorable,,2026-04-07 22:48:05.438000
1306,VisitationOutcome,Prediction,1181.0,HomeVisitation,0.8669,Favorable,,2026-04-07 22:48:05.502000
1307,VisitationOutcome,Prediction,1182.0,HomeVisitation,0.0084,Unfavorable,,2026-04-07 22:48:05.561000
1308,VisitationOutcome,Prediction,1183.0,HomeVisitation,0.843,Favorable,,2026-04-07 22:48:05.631000
1309,VisitationOutcome,Prediction,1184.0,HomeVisitation,0.7308,Favorable,,2026-04-07 22:48:05.698000
1310,VisitationOutcome,Prediction,1185.0,HomeVisitation,0.005,Unfavorable,,2026-04-07 22:48:05.766000
1311,VisitationOutcome,Prediction,1186.0,HomeVisitation,0.0067,Unfavorable,,2026-04-07 22:48:05.833000
1312,VisitationOutcome,Prediction,1187.0,HomeVisitation,0.7045,Favorable,,2026-04-07 22:48:05.899000
1313,VisitationOutcome,Prediction,1188.0,HomeVisitation,0.0057,Unfavorable,,2026-04-07 22:48:05.967000
1314,VisitationOutcome,Prediction,1189.0,HomeVisitation,0.7304,Favorable,,2026-04-07 22:48:06.035000
1315,VisitationOutcome,Prediction,1190.0,HomeVisitation,0.0074,Unfavorable,,2026-04-07 22:48:06.102000
1316,VisitationOutcome,Prediction,1191.0,HomeVisitation,0.6977,Favorable,,2026-04-07 22:48:06.168000
1317,VisitationOutcome,Prediction,1192.0,HomeVisitation,0.0042,Unfavorable,,2026-04-07 22:48:06.231000
1318,VisitationOutcome,Prediction,1193.0,HomeVisitation,0.6851,Favorable,,2026-04-07 22:48:06.301000
1319,VisitationOutcome,Prediction,1194.0,HomeVisitation,0.5573,Favorable,,2026-04-07 22:48:06.370000
1320,VisitationOutcome,Prediction,1195.0,HomeVisitation,0.0064,Unfavorable,,2026-04-07 22:48:06.437000
1321,VisitationOutcome,Prediction,1196.0,HomeVisitation,0.4485,Unfavorable,,2026-04-07 22:48:06.505000
1322,VisitationOutcome,Prediction,1197.0,HomeVisitation,0.7191,Favorable,,2026-04-07 22:48:06.573000
1323,VisitationOutcome,Prediction,1198.0,HomeVisitation,0.7809,Favorable,,2026-04-07 22:48:06.643000
1324,VisitationOutcome,Prediction,1199.0,HomeVisitation,0.0048,Unfavorable,,2026-04-07 22:48:06.710000
1325,VisitationOutcome,Prediction,1200.0,HomeVisitation,0.2074,Unfavorable,,2026-04-07 22:48:06.770000
1326,VisitationOutcome,Prediction,1201.0,HomeVisitation,0.7847,Favorable,,2026-04-07 22:48:06.828000
1327,VisitationOutcome,Prediction,1202.0,HomeVisitation,0.008,Unfavorable,,2026-04-07 22:48:06.898000
1328,VisitationOutcome,Prediction,1203.0,HomeVisitation,0.9037,Favorable,,2026-04-07 22:48:06.966000
1329,VisitationOutcome,Prediction,1204.0,HomeVisitation,0.7553,Favorable,,2026-04-07 22:48:07.033000
1330,VisitationOutcome,Prediction,1205.0,HomeVisitation,0.713,Favorable,,2026-04-07 22:48:07.098000
1331,VisitationOutcome,Prediction,1206.0,HomeVisitation,0.6549,Favorable,,2026-04-07 22:48:07.166000
